nome,lista,link
ARE 861570 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29715&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA4>
RE 828571 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29716&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA5>
ARE 827734 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29717&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA6>
Rcl 19583 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29718&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA7>
RMS 33209 AG.REG. NO RECURSO ORD. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29719&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA8>
ACO 2247 AG.REG. NA AÇÃO CÍVEL ORIGINÁRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29734&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA9>
Rcl 18028 AG.REG. NO AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29720&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA10>
Rcl 18160 EMB.DECL. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29721&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA11>
Rcl 17619 EMB.DECL. NO AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29722&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA12>
MS 28839 EMB.DECL. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29735&amp;data=17/03/2015&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA13>
RE 864505 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29691&amp;data=17/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
ARE 865002 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29692&amp;data=17/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
ARE 831042 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29693&amp;data=17/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA3>
ARE 850917 EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29711&amp;data=17/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA4>
RE 810531 AG.REG. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29694&amp;data=17/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA5>
AO 1971 AG.REG. NA AÇÃO ORIGINÁRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29695&amp;data=17/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA6>
MS 33438 EMB.DECL. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29696&amp;data=17/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA7>
Rcl 18669 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29640&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
ACO 1800 AG.REG. NA AÇÃO CÍVEL ORIGINÁRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29645&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
ARE 784130 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29646&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA3>
RE 848083 EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29647&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA4>
RHC 125319 EMB.DECL. NO AG.REG. NO RECURSO ORDINÁRIO EM HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29648&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA5>
ARE 830800 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29649&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA6>
ARE 834964 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29650&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA7>
HC 125555 AG.REG. NA TERCEIRA EXTENSÃO NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29641&amp;data=17/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA8>
ARE 855916 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29585&amp;data=12/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ARE 862676 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29570&amp;data=12/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
ARE 859091 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29571&amp;data=12/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
ARE 859162 EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29586&amp;data=12/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
SL 698 AG.REG. NA SUSPENSÃO DE LIMINAR,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29572&amp;data=12/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA5>
ARE 835223 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29587&amp;data=12/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6>
ARE 683434 AG.REG. NOS EMB.DECL. NO AG.REG. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29588&amp;data=12/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA7>
ARE 756984 EMB.DECL. NOS EMB.DIV. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29590&amp;data=12/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ARE 835032 AG.REG. NOS EMB.DIV. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29605&amp;data=12/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
AR 1455 EMB.DECL. NOS EMB.DECL. NO AG.REG. NA AÇÃO RESCISÓRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29606&amp;data=12/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
RE 836449 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29480&amp;data=10/03/2015&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
RE 844969 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29481&amp;data=10/03/2015&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 856618 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29482&amp;data=10/03/2015&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
ARE 854722 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29483&amp;data=10/03/2015&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 839732 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29484&amp;data=10/03/2015&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
ARE 855265 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29505&amp;data=10/03/2015&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
RE 860540 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29506&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 828231 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29507&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
RE 609043 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29525&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 859748 EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29511&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
AC 2415 AG.REG. NA AÇÃO CAUTELAR,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29512&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA6>
AR 1959 AG.REG. NA AÇÃO RESCISÓRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29545&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA7>
Rcl 19638 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29546&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA8>
ACO 1573 AG.REG. NA AÇÃO CÍVEL ORIGINÁRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29547&amp;data=10/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA9>
RE 862944 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29469&amp;data=10/03/2015&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 723019 EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29486&amp;data=10/03/2015&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
HC 125554 AG.REG. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29487&amp;data=10/03/2015&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
RE 862933 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29465&amp;data=10/03/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
ARE 847439 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29466&amp;data=10/03/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA2>
AI 767932 EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29485&amp;data=10/03/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA3>
ARE 855344 EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29467&amp;data=10/03/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA4>
RE 857440 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29468&amp;data=10/03/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA5>
Rcl 19680 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29509&amp;data=10/03/2015&amp;ministro=MIN.GILMARMENDES&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
Rcl 18227 EMB.DECL. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29510&amp;data=10/03/2015&amp;ministro=MIN.GILMARMENDES&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
Rcl 18682 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29470&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA1>
ARE 864369 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29471&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA2>
ARE 782249 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29472&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA3>
ARE 855572 SEGUNDOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29473&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA4>
HC 95443 EMB.DECL. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29474&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA5>
ARE 700529 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29475&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA6>
HC 119457 EMB.DECL. NO HABEAS CORPUS,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29476&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA7>
MS 29788 EMB.DECL. NOS EMB.DECL. NO AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29477&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA8>
RE 862755 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29478&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA9>
MS 29021 AG.REG. NOS EMB.DECL. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29479&amp;data=10/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=2T&amp;sessao=O&amp;lista=LISTA10>
ARE 861022 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29406&amp;data=05/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ARE 850237 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29407&amp;data=05/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
AI 850577 EMB.DECL. NOS EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29399&amp;data=05/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
ARE 861231 EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29408&amp;data=05/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
AI 657946 AG.REG. NA PETIÇÃO AVULSA NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29400&amp;data=05/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA5>
SL 770 AG.REG. NA SUSPENSÃO DE LIMINAR,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29410&amp;data=05/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6>
SS 4973 EMB.DECL. NA SUSPENSÃO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29411&amp;data=05/03/2015&amp;ministro=MINISTROPRESIDENTE&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA7>
MI 6452 EMB.DECL. NO MANDADO DE INJUNÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29435&amp;data=05/03/2015&amp;ministro=MIN.GILMARMENDES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
MI 2595 EMB.DECL. NO AG.REG. NO MANDADO DE INJUNÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29436&amp;data=05/03/2015&amp;ministro=MIN.GILMARMENDES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
ARE 760529 AG.REG. NOS EMB.DIV. NOS EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29401&amp;data=05/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
AR 2363 AG.REG. NA AÇÃO RESCISÓRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29402&amp;data=05/03/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
AR 1760 AG.REG. NA AÇÃO RESCISÓRIA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29253&amp;data=05/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
ADC 34 AG.REG. NA AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29254&amp;data=05/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
ADI 4600 AG.REG. NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29255&amp;data=05/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3>
AI 798128 AG.REG. NOS EMB.DIV. NOS EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29403&amp;data=05/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4>
RE 641602 AG.REG. NOS EMB.DIV. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29438&amp;data=05/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA5>
AI 703269 EMB.DECL. NOS EMB.DIV. NOS EMB.DECL. NOS EMB.DECL. NO AG.REG. NO AGRAVO DE INSTRUMENTO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29439&amp;data=05/03/2015&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6>
MS 32772 AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29305&amp;data=05/03/2015&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
MS 33430 AG.REG. EM MANDADO DE SEGURANÇA,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29409&amp;data=05/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1>
Rcl 17328 EMB.DECL. NOS EMB.DECL. NO AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29445&amp;data=05/03/2015&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2>
RE 850356 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=29286&amp;data=03/03/2015&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=LISTA1>
